2025-02-23 08:10:47,256 - INFO - Setup Verification Successful:
2025-02-23 08:10:47,256 - INFO - Network: Sonic Testnet (Chain ID: 57054)
2025-02-23 08:10:47,256 - INFO - Account: 0x4458f8944a8e9126EE74ee6934a662B2e5f82496
2025-02-23 08:10:47,257 - INFO - Balance: 9.9990 S
2025-02-23 08:10:47,257 - INFO - Contract: 0x713336e3B1A95c6f8Ad3CA610fD6B615Ba59a41E
2025-02-23 08:10:47,257 - INFO - Starting Sonic AI Trading Agent...
2025-02-23 20:12:02,101 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:13:02,780 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:14:04,266 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:15:05,886 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:16:07,416 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:17:09,286 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:18:10,895 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:19:11,793 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:20:13,331 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:21:14,426 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:22:16,092 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:23:16,705 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:24:17,672 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:25:18,572 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:26:19,977 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:27:20,698 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:28:21,642 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:29:23,169 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:30:23,878 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:31:24,897 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:32:26,378 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:33:27,517 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:34:29,048 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:35:29,693 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:36:31,254 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:37:31,968 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:38:33,641 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:39:34,858 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:40:36,393 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:41:37,527 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:42:38,521 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:43:40,099 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:44:40,784 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:45:42,468 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:46:43,498 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:47:45,019 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:48:45,828 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:49:47,309 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:50:48,341 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:51:49,415 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:52:50,887 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:53:52,541 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:54:54,119 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:55:55,867 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:56:57,399 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:57:58,448 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:58:59,353 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 21:00:00,854 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 21:01:02,429 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 21:02:04,023 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 21:03:04,705 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 21:04:06,507 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 21:05:08,155 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 21:06:08,830 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 21:07:10,424 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 21:08:11,947 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 21:09:12,643 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 21:10:13,680 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 21:11:15,358 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 21:12:16,904 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 21:13:17,947 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 21:14:19,385 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 21:15:20,842 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 21:16:22,466 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 21:17:23,974 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 21:18:24,853 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 21:19:26,571 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 21:20:28,035 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 21:54:52,669 - ERROR - Lost connection to Sonic network. Retrying...
2025-02-23 22:11:39,581 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:00:25,281 - ERROR - Lost connection to Sonic network. Retrying...
2025-02-23 23:00:57,479 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:01:58,959 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:02:59,681 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:04:00,795 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:05:02,297 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:06:03,471 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:07:05,042 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:08:05,629 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:09:07,241 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:10:08,726 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:11:10,328 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:12:11,971 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:13:12,579 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:14:14,135 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:15:14,797 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:16:16,274 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:17:17,680 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:18:19,259 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:19:21,780 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:20:22,725 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:21:24,471 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:22:26,018 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:23:26,692 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:24:27,784 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:25:35,884 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:26:37,358 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:27:38,847 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:28:40,326 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:29:41,271 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:30:42,856 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:31:43,780 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:32:45,294 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:33:47,027 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:34:47,686 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:35:49,169 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:36:50,786 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:37:51,690 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:38:53,179 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:39:53,863 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:40:54,850 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:41:56,392 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:42:58,038 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:43:58,714 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:45:00,194 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:46:00,861 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:47:02,287 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:48:03,813 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:49:04,890 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:50:06,479 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:51:07,966 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:52:08,661 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:53:10,118 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:54:10,861 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:55:12,467 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:56:14,155 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:57:14,735 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:58:16,357 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 23:59:17,797 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:00:19,387 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:01:21,063 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:02:21,643 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:03:23,079 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:04:23,811 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:05:24,728 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:06:26,173 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:07:26,937 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:08:28,516 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:09:30,001 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:10:30,752 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:11:32,185 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:12:32,786 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:13:33,834 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:14:35,282 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:15:35,883 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:16:37,396 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:17:38,815 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:18:40,292 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:19:41,949 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:20:43,495 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:21:44,944 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:22:46,488 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:23:47,956 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:24:49,464 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:25:51,069 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:26:51,680 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:27:52,575 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:28:54,098 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:29:54,712 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:30:56,165 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:31:56,909 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:32:58,356 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:33:58,972 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:35:00,524 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:36:02,051 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:37:03,494 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:38:05,087 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:39:05,674 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:40:07,124 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:41:07,785 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:42:08,698 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:43:09,643 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:44:11,239 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:45:11,838 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:46:12,736 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:47:14,266 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:48:14,858 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:49:15,765 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:50:17,354 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:51:17,965 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:52:18,868 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:53:20,416 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:54:21,008 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:55:22,470 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:56:24,071 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:57:24,660 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:58:26,080 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 00:59:26,742 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:00:28,202 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:01:28,802 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:02:30,404 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:03:31,850 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:04:32,755 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:05:34,278 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:06:34,881 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:07:36,341 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:08:38,006 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:09:38,611 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:10:39,648 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:11:41,158 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:12:41,760 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:13:43,212 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:14:43,961 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:15:45,455 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:16:46,917 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:17:48,490 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:18:49,962 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:19:51,440 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:20:53,015 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:21:53,620 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:22:55,067 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:23:55,766 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:24:57,199 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:25:57,809 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:26:59,415 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:28:00,845 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:29:02,281 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:30:02,960 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:31:04,389 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:32:04,970 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:33:06,673 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:34:08,105 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:35:08,692 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:36:10,251 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:37:10,828 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:38:12,256 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:39:12,990 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:40:14,480 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:41:15,370 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:42:16,879 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:43:17,773 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:44:19,185 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:45:19,905 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:46:21,341 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:47:21,998 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:48:23,592 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:49:24,512 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:50:26,010 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:51:27,701 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:52:29,195 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:53:29,901 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:54:31,426 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:55:32,882 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-24 01:56:34,473 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
